OrderID,OrderDate,ProductKey,Channel,Quantity,UnitPrice,Discount
10972,2023-01-18,P35,Amazon,0,275.85,43.31
11768,2023-04-16,P23,Amazon,-1,359.83,29.31
11282,2023-09-28,P49,Amazon,1,120.15,47.23
10709,2023-11-15,P8,Flipkart,3,361.34,28.73
11479,2023-06-16,P28,Flipkart,5,440.57,6.2
11434,2023-01-13,P23,Flipkart,1,476.98,8.54
10648,2023-12-03,P4,Amazon,5,498.93,49.45
10317,2023-02-01,P14,Flipkart,2,212.87,36.28
11257,2023-02-09,P42,Website,4,330.15,2.46
10683,2023-05-28,P29,Flipkart,3,280.29,35.19
10663,2023-08-06,P1,Amazon,-1,325.53,20.61
11998,2023-08-07,P4,Amazon,1,162.98,15.36
11631,2023-03-23,P32,Website,-1,442.46,7.7
11495,2023-11-29,P33,Flipkart,3,463.83,42.0
11136,2023-07-27,P49,Flipkart,-1,279.86,3.19
11853,2023-07-20,P26,Website,-1,212.17,14.49
11520,2023-11-28,P17,Amazon,-2,156.33,15.32
12489,2023-02-07,P39,Amazon,1,373.51,8.05
10563,2023-07-30,P23,Flipkart,-1,224.89,25.41
11291,2023-11-23,P32,Flipkart,-2,463.82,0.59
11636,2023-09-06,P15,Flipkart,-2,368.4,15.05
12999,2023-08-15,P13,Flipkart,5,358.27,46.68
10698,2023-02-17,P2,Flipkart,0,323.76,15.53
12160,2023-01-18,P19,Amazon,0,118.31,18.02
10001,2023-10-22,P24,Amazon,4,472.77,23.66
10641,2023-07-15,P45,Amazon,3,351.17,28.08
12267,2023-07-06,P24,Amazon,1,497.62,40.44
11589,2023-12-11,P11,Website,0,314.94,9.52
10854,2023-08-12,P22,Amazon,3,384.04,43.59
11759,2023-11-14,P15,Website,1,122.48,37.88
12432,2023-12-31,P10,Amazon,3,352.69,36.13
11661,2023-12-03,P41,Flipkart,4,405.86,4.34
11153,2023-08-17,P27,Flipkart,4,411.41,1.08
11076,2023-03-18,P9,Flipkart,-2,408.04,29.7
11707,2023-07-07,P28,Website,-2,190.51,43.16
12777,2023-12-12,P1,Amazon,1,490.16,29.22
11695,2023-09-27,P17,Amazon,3,498.07,10.66
11733,2023-04-05,P31,Website,3,130.24,4.53
11439,2023-11-06,P44,Website,0,474.58,34.98
12294,2023-05-12,P10,Website,0,215.78,36.09
10835,2023-02-08,P37,Website,1,375.71,8.63
10202,2023-03-13,P29,Website,2,235.24,1.41
10122,2023-10-08,P18,Flipkart,0,487.1,20.41
10400,2023-11-29,P47,Amazon,-1,140.6,29.14
10766,2023-06-09,P38,Website,0,299.1,35.3
10293,2023-07-06,P39,Flipkart,2,271.22,40.5
12327,2023-07-10,P49,Website,3,230.41,30.53
12931,2023-04-30,P6,Flipkart,-2,358.21,5.54
10197,2023-08-08,P40,Website,5,152.42,34.13
11930,2023-02-22,P12,Amazon,5,386.66,49.21
12799,2023-08-10,P14,Website,-2,492.24,45.28
12191,2023-05-11,P44,Website,3,421.82,43.58
10608,2023-08-25,P10,Amazon,-2,444.01,15.11
11147,2023-09-03,P20,Amazon,0,243.85,37.54
10186,2023-08-14,P15,Website,4,229.95,42.56
12511,2023-07-27,P31,Amazon,-2,306.82,33.92
11794,2023-04-06,P7,Amazon,4,118.29,12.53
10659,2023-07-19,P41,Flipkart,2,478.14,47.69
12811,2023-09-04,P10,Amazon,4,157.51,22.54
11955,2023-03-13,P10,Amazon,2,461.21,6.49
12450,2023-11-14,P48,Website,0,133.43,5.49
11369,2023-07-04,P39,Website,3,429.05,32.38
11986,2023-01-06,P28,Flipkart,-1,160.79,21.89
11534,2023-07-25,P30,Website,0,115.25,4.72
10146,2023-02-01,P37,Amazon,-2,387.8,37.02
12911,2023-04-09,P3,Amazon,0,212.11,39.97
11734,2023-09-13,P50,Amazon,5,385.8,36.27
11843,2023-07-06,P43,Website,5,322.03,10.11
10488,2023-03-17,P15,Amazon,2,143.52,34.49
12976,2023-06-26,P21,Amazon,0,472.85,0.54
11959,2023-11-11,P37,Flipkart,0,280.93,15.26
11663,2023-10-14,P12,Flipkart,-1,393.78,19.94
12598,2023-12-15,P4,Flipkart,2,300.41,41.76
12385,2023-09-12,P47,Website,1,341.74,19.52
12919,2023-11-21,P9,Amazon,1,221.11,0.56
10640,2023-07-09,P39,Amazon,2,180.14,17.62
11802,2023-11-04,P42,Amazon,1,317.03,24.95
12520,2023-12-11,P28,Flipkart,-2,276.09,47.45
11969,2023-05-07,P23,Amazon,1,256.05,47.05
12198,2023-10-14,P45,Amazon,5,369.03,9.04
11438,2023-09-11,P40,Amazon,-2,376.2,9.26
11634,2023-08-01,P44,Amazon,2,118.37,8.17
10262,2023-09-07,P22,Amazon,1,235.5,39.45
11787,2023-03-25,P24,Website,1,264.71,0.3
12191,2023-01-13,P26,Amazon,3,138.76,6.36
12393,2023-02-14,P30,Website,4,194.36,26.9
10623,2023-05-07,P33,Amazon,-2,120.66,12.38
11016,2023-04-24,P16,Website,-2,498.5,4.62
10880,2023-10-03,P22,Amazon,0,394.62,17.99
12049,2023-07-24,P49,Amazon,-1,134.98,13.71
12944,2023-12-03,P50,Amazon,5,108.1,25.56
11327,2023-09-30,P43,Amazon,1,387.72,48.96
12301,2023-02-27,P18,Flipkart,3,275.68,6.22
10452,2023-11-24,P7,Amazon,-1,414.72,18.64
11183,2023-08-07,P50,Website,4,469.39,46.6
12056,2023-04-19,P26,Flipkart,4,339.72,43.84
11682,2023-10-06,P8,Flipkart,5,174.84,19.71
12863,2023-06-23,P6,Amazon,3,412.88,34.95
12255,2023-11-24,P30,Website,-1,482.32,4.39
11154,2023-09-21,P39,Website,5,332.09,35.63
10403,2023-11-11,P23,Flipkart,5,372.8,48.64
12199,2023-04-21,P32,Website,5,234.99,26.87
12101,2023-07-06,P22,Amazon,5,252.61,24.92
11696,2023-09-26,P42,Amazon,1,393.86,9.37
10627,2023-08-17,P43,Amazon,4,471.11,31.69
10586,2023-06-05,P45,Amazon,5,351.6,29.52
11648,2023-07-08,P9,Amazon,3,415.94,32.6
11443,2023-09-29,P31,Flipkart,-2,168.65,1.3
11445,2023-01-02,P7,Amazon,0,184.78,27.44
10103,2023-09-03,P9,Amazon,3,312.81,29.75
10253,2023-07-29,P13,Flipkart,2,170.62,10.38
12557,2023-10-13,P3,Flipkart,4,354.0,10.42
11496,2023-12-25,P35,Flipkart,5,216.66,13.81
10098,2023-01-13,P33,Website,4,416.61,35.59
12200,2023-04-06,P21,Website,5,423.24,30.31
11884,2023-08-09,P31,Amazon,1,285.51,42.29
12961,2023-08-26,P34,Amazon,1,172.32,14.78
11919,2023-04-04,P32,Amazon,2,358.71,45.6
10877,2023-12-04,P35,Website,4,497.11,37.19
10337,2023-09-26,P15,Amazon,5,349.04,19.75
12869,2023-06-20,P32,Amazon,-1,114.31,4.76
10956,2023-04-04,P6,Website,0,106.92,12.85
11704,2023-05-29,P45,Flipkart,-1,228.14,47.84
10160,2023-04-22,P21,Website,2,178.31,15.52
11603,2023-02-24,P33,Amazon,2,425.22,16.5
12848,2023-12-03,P32,Website,0,437.92,9.48
10397,2023-04-26,P19,Flipkart,2,203.45,40.34
11300,2023-05-23,P33,Flipkart,2,230.26,13.78
10815,2023-07-20,P28,Flipkart,4,194.5,16.51
11527,2023-06-29,P31,Flipkart,3,463.35,20.72
11919,2023-07-21,P21,Flipkart,5,301.06,21.69
11415,2023-12-30,P34,Flipkart,4,362.45,20.57
11158,2023-02-22,P15,Amazon,0,266.19,25.19
11218,2023-06-29,P14,Amazon,1,352.41,40.73
10400,2023-11-09,P19,Website,-1,254.34,40.96
10639,2023-11-04,P43,Amazon,1,235.87,39.92
12735,2023-05-17,P15,Flipkart,1,353.79,5.06
10459,2023-07-01,P6,Amazon,3,336.42,39.98
10954,2023-01-01,P9,Website,-1,217.41,6.01
10469,2023-02-13,P37,Flipkart,1,159.74,6.24
11045,2023-08-15,P20,Amazon,5,247.43,47.39
12797,2023-11-27,P34,Amazon,0,266.08,40.97
11693,2023-04-08,P38,Website,-1,351.47,27.62
12085,2023-07-27,P26,Flipkart,-2,465.81,43.75
12277,2023-09-22,P18,Website,3,114.47,49.47
10562,2023-10-15,P28,Flipkart,5,197.46,30.53
12485,2023-09-28,P9,Flipkart,1,177.49,30.64
11799,2023-05-20,P32,Amazon,5,300.92,37.72
12074,2023-08-25,P6,Website,5,271.88,11.61
10225,2023-03-13,P14,Website,2,391.62,8.36
10797,2023-06-04,P28,Website,-1,196.97,37.98
12331,2023-07-09,P24,Flipkart,-2,337.8,17.25
12926,2023-09-25,P13,Website,2,453.54,6.75
10959,2023-11-17,P43,Flipkart,5,464.27,15.74
11504,2023-04-17,P12,Website,-2,483.51,17.93
10452,2023-08-20,P19,Website,5,409.3,48.26
10815,2023-02-11,P21,Amazon,1,462.4,34.9
10658,2023-07-09,P27,Website,5,193.81,26.54
10546,2023-05-19,P19,Amazon,2,179.03,48.44
11215,2023-04-13,P24,Amazon,1,102.6,45.16
10016,2023-06-20,P26,Flipkart,2,382.74,25.6
11243,2023-12-17,P45,Website,-1,474.99,45.28
12205,2023-09-30,P28,Website,5,174.77,20.22
12524,2023-08-09,P46,Website,4,354.78,11.52
11069,2023-08-01,P18,Amazon,0,398.58,11.63
12565,2023-12-07,P44,Website,4,471.05,33.12
12146,2023-02-25,P36,Flipkart,0,358.74,25.05
11768,2023-12-08,P42,Flipkart,4,488.12,32.95
11060,2023-04-12,P29,Website,-2,237.87,34.3
12327,2023-07-11,P17,Amazon,3,239.97,1.12
12544,2023-11-06,P4,Flipkart,2,317.21,2.7
10301,2023-07-19,P44,Flipkart,1,253.4,26.63
10180,2023-08-21,P45,Amazon,3,100.57,9.55
10606,2023-08-15,P29,Flipkart,-1,392.71,31.63
10699,2023-05-19,P4,Amazon,-1,400.69,27.61
10992,2023-12-10,P10,Flipkart,-1,398.79,29.29
11139,2023-11-01,P25,Amazon,0,238.01,15.12
10190,2023-05-29,P31,Flipkart,1,308.92,31.99
12300,2023-04-25,P3,Website,-1,243.99,41.47
10980,2023-03-04,P47,Flipkart,-1,106.41,49.9
12975,2023-04-14,P2,Flipkart,4,324.98,41.92
12006,2023-12-05,P25,Website,-2,149.5,27.87
11184,2023-12-25,P49,Website,2,132.02,9.67
10127,2023-06-05,P6,Website,2,402.2,34.07
12065,2023-09-30,P26,Website,5,103.8,46.88
11816,2023-01-06,P8,Amazon,2,483.6,10.59
11758,2023-05-27,P35,Amazon,3,306.1,12.8
12613,2023-07-03,P27,Flipkart,4,493.21,7.45
10569,2023-01-28,P25,Flipkart,4,123.2,36.84
11346,2023-02-07,P18,Flipkart,-2,333.41,20.33
11895,2023-04-29,P1,Amazon,0,239.73,3.13
12733,2023-10-20,P48,Flipkart,3,437.39,43.75
10625,2023-09-01,P39,Flipkart,-2,244.49,27.88
12901,2023-03-09,P3,Amazon,-1,204.2,16.55
11686,2023-08-02,P4,Flipkart,1,443.02,17.2
10154,2023-08-06,P41,Amazon,3,249.86,14.51
12537,2023-06-26,P37,Amazon,3,106.73,22.77
11409,2023-10-26,P15,Website,-1,256.12,16.85
10784,2023-06-13,P8,Website,-1,361.81,27.4
10245,2023-02-27,P38,Amazon,1,201.74,38.68
11500,2023-09-26,P50,Amazon,2,272.8,33.72
11705,2023-11-04,P19,Website,3,122.69,14.72
12806,2023-02-27,P47,Flipkart,-2,335.24,26.44
10537,2023-10-15,P26,Flipkart,0,402.52,42.01
11890,2023-04-15,P39,Flipkart,-1,265.33,3.41
11841,2023-08-16,P10,Amazon,-1,268.09,3.91
10920,2023-09-04,P38,Website,0,135.31,27.81
12455,2023-07-07,P14,Flipkart,-2,180.78,31.96
10524,2023-03-24,P49,Website,5,161.87,10.57
12875,2023-07-05,P41,Website,-1,292.68,37.26
11529,2023-09-09,P19,Amazon,0,311.7,32.31
12950,2023-12-21,P30,Flipkart,4,479.58,46.16
10035,2023-08-26,P5,Website,-1,129.29,8.45
10684,2023-12-26,P31,Amazon,2,339.95,37.57
10019,2023-07-03,P7,Amazon,2,310.6,4.18
12368,2023-10-11,P19,Amazon,-1,306.49,28.26
12559,2023-07-29,P31,Flipkart,4,449.26,27.59
10399,2023-10-31,P39,Flipkart,-1,182.22,19.42
12701,2023-10-23,P24,Amazon,5,116.31,42.23
10971,2023-04-07,P34,Flipkart,5,368.91,0.22
11906,2023-07-27,P23,Flipkart,2,238.06,26.01
12518,2023-05-17,P48,Website,5,107.04,10.86
11166,2023-07-03,P45,Amazon,4,200.55,37.17
11115,2023-03-17,P40,Amazon,5,223.73,2.15
10833,2023-10-14,P6,Flipkart,-1,346.74,41.58
11823,2023-05-22,P38,Amazon,4,169.03,41.9
12774,2023-08-25,P41,Amazon,-2,265.22,41.64
11982,2023-01-25,P36,Amazon,-2,292.99,7.63
10853,2023-10-17,P27,Flipkart,1,283.69,31.52
10050,2023-03-08,P11,Flipkart,-2,489.58,0.72
10574,2023-09-07,P5,Flipkart,3,118.2,42.4
11148,2023-04-28,P17,Website,4,480.39,36.15
12197,2023-03-14,P7,Amazon,3,332.77,26.56
12361,2023-10-09,P27,Website,3,418.29,36.53
12617,2023-12-26,P47,Flipkart,-1,272.16,4.72
12352,2023-01-10,P15,Website,-1,281.54,26.43
11715,2023-07-30,P46,Amazon,0,451.73,14.56
10681,2023-11-19,P13,Amazon,4,458.37,48.63
10837,2023-06-01,P11,Flipkart,3,195.48,42.86
11077,2023-01-05,P45,Flipkart,3,179.7,36.66
12491,2023-07-14,P26,Website,-2,298.49,46.69
12660,2023-10-10,P22,Flipkart,2,460.11,17.34
12311,2023-04-23,P28,Website,4,228.94,45.04
11595,2023-09-28,P24,Amazon,2,360.81,16.26
10004,2023-06-12,P29,Amazon,4,383.26,36.64
11126,2023-04-15,P9,Amazon,4,411.47,36.82
11219,2023-06-30,P42,Amazon,1,325.57,0.92
10773,2023-02-13,P4,Amazon,0,260.98,18.05
10876,2023-10-09,P49,Website,2,486.81,0.97
10991,2023-06-24,P46,Amazon,1,344.53,49.85
12931,2023-06-11,P18,Website,-2,391.43,6.11
10046,2023-12-17,P43,Amazon,0,237.99,27.14
12914,2023-12-06,P16,Website,0,367.98,39.53
12870,2023-05-20,P33,Website,3,203.12,10.06
12983,2023-05-12,P29,Website,4,198.04,24.25
12703,2023-03-28,P39,Flipkart,5,385.89,30.37
10268,2023-06-25,P10,Website,4,308.56,8.01
10369,2023-07-02,P9,Website,-1,373.31,38.93
10635,2023-05-09,P31,Amazon,4,207.78,14.97
11129,2023-09-03,P28,Website,4,339.49,10.55
11693,2023-03-30,P3,Website,4,277.57,27.91
11682,2023-03-07,P14,Flipkart,3,338.78,20.52
10656,2023-06-07,P25,Amazon,-2,216.35,46.01
10119,2023-05-29,P15,Flipkart,4,386.18,44.0
10830,2023-12-06,P2,Flipkart,5,422.37,24.17
11810,2023-04-26,P24,Flipkart,3,203.97,17.96
11081,2023-08-02,P14,Website,5,220.25,16.28
11974,2023-10-21,P48,Flipkart,0,364.46,13.38
11369,2023-09-10,P7,Flipkart,3,378.23,27.23
10740,2023-05-23,P36,Amazon,4,381.64,40.25
10116,2023-09-07,P50,Amazon,1,373.08,15.54
11853,2023-10-29,P24,Amazon,3,257.12,9.5
12838,2023-01-25,P27,Amazon,2,257.94,23.77
11150,2023-10-04,P37,Flipkart,-2,201.93,3.45
11931,2023-03-11,P38,Amazon,-2,162.73,35.06
11012,2023-04-23,P30,Website,0,377.03,25.92
11664,2023-12-29,P27,Flipkart,3,137.28,24.82
11081,2023-04-22,P39,Amazon,5,475.12,15.02
10633,2023-12-30,P15,Flipkart,5,430.67,45.23
10512,2023-10-30,P26,Amazon,0,443.0,4.52
12849,2023-04-01,P1,Flipkart,0,462.67,43.49
11119,2023-01-18,P4,Amazon,1,263.44,18.84
11141,2023-05-29,P29,Website,-1,438.68,44.03
10559,2023-08-15,P1,Amazon,0,163.22,36.44
10487,2023-08-02,P43,Flipkart,-1,108.66,5.21
10896,2023-12-26,P50,Flipkart,5,413.96,41.58
11212,2023-05-31,P46,Website,-1,129.92,34.11
10703,2023-07-11,P22,Flipkart,-2,495.41,1.62
11470,2023-02-09,P11,Website,5,369.92,6.69
10580,2023-08-30,P10,Flipkart,2,401.38,31.78
12837,2023-05-18,P17,Flipkart,5,198.32,33.13
12908,2023-12-11,P36,Website,2,369.55,37.33
12294,2023-06-29,P47,Flipkart,3,117.29,36.01
10153,2023-07-19,P26,Flipkart,1,435.13,32.98
11679,2023-07-22,P48,Website,1,167.85,38.31
10996,2023-03-02,P21,Amazon,2,378.94,28.75
12744,2023-07-11,P13,Website,3,189.79,13.04
11243,2023-01-05,P9,Flipkart,5,127.38,45.62
11092,2023-08-25,P11,Amazon,4,292.6,0.91
11008,2023-06-30,P11,Amazon,2,167.71,18.33
12141,2023-11-07,P6,Amazon,5,391.78,36.44
11773,2023-02-06,P1,Website,3,195.03,21.36
10957,2023-02-25,P6,Amazon,3,236.99,1.24
10452,2023-08-25,P13,Amazon,3,326.98,3.3
11227,2023-12-24,P22,Amazon,3,213.99,32.43
12959,2023-12-15,P31,Flipkart,-2,251.2,48.24
12265,2023-07-16,P22,Website,5,426.25,27.59
12521,2023-03-14,P37,Website,-2,171.68,25.34
12479,2023-02-28,P47,Flipkart,2,132.88,15.92
12388,2023-08-28,P27,Amazon,3,231.34,12.83
10550,2023-01-02,P50,Flipkart,0,269.75,1.05
11635,2023-12-26,P14,Flipkart,3,317.06,13.65
11312,2023-07-07,P47,Amazon,0,248.97,22.46
11757,2023-11-03,P5,Amazon,-2,415.96,9.9
10356,2023-01-30,P36,Website,3,115.73,4.37
12070,2023-09-24,P32,Amazon,-1,272.71,35.89
